userId,movieId,rating,timestamp
127478,2424,4,1222189919
10021,778,4,1384528252
79779,288,3,837257661
86267,1805,4,941647108
114876,223,4,1358697362
129254,342,3,1235455203
44241,4036,4,1059428000
17877,96829,3,1408527324
107732,161,3,842947169
7700,364,5,847630571
10824,7132,4,1284410846
135119,2003,2,1165736064
27166,420,2.5,1290354813
16919,788,3,1042928724
121697,4006,1,975878195
100485,610,1.5,1091581292
133180,1814,4,944149638
29575,1185,3,1124631259
62973,1479,4,1230253139
118839,3260,4,957045854
126750,1197,4,1129603745
59780,25,4,850980986
133630,377,4,1332197756
90300,2985,4,945140720
129328,5377,4,1165694030
134060,5782,4,1077928327
65931,1077,2.5,1216889762
111963,80350,2.5,1316271644
65785,74,3,939127675
134552,4326,4,1420236417
7828,2119,2,1168308621
87259,509,3,938922800
103886,3986,2,1004751790
42033,2959,4.5,1123228739
94504,1193,0.5,1341776963
99260,1275,4,962835163
16938,3104,3.5,1180343821
57432,141,3,850239300
28207,16,4.5,1220062613
130895,47423,4.5,1177721434
23461,55052,3.5,1340344601
24174,1208,5,1333406923
70350,2424,1.5,1281826888
12753,2291,3.5,1120057905
44009,5872,3.5,1059783016
130165,593,4.5,1178297021
130559,7023,4,1136440932
15878,71668,3.5,1325910436
32091,3365,4.5,1194012254
83774,1953,5,973469996
131054,97938,4.5,1425849212
46355,34332,3,1147749489
76439,389,4,1046490424
100249,45447,3.5,1190312877
74576,783,5,844889276
41676,50,3.5,1226429551
53374,185,3,844171389
9093,3481,2.5,1124746110
28793,1732,4,1150771376
59941,2094,3,1254939367
69892,3000,3.5,1111657957
19857,7254,3.5,1079136479
126787,3955,4,1025818266
58910,1345,5,1023379829
70887,5893,5,1170649712
71825,2959,3,1137754608
46305,410,3,840195039
25012,30825,4,1145652213
89495,42004,3,1423441705
125735,908,2.5,1210877975
67013,47610,4,1169430886
35055,1356,4,1284323332
132170,68237,4,1421177393
19305,44761,3,1330713963
15194,7445,2,1180696553
130622,163,2.5,1288379074
70883,762,3.5,1067539936
79548,3698,2,1363471278
120122,3354,3,995342046
41083,2167,2,1034078484
5180,4878,3.5,1227153754
1999,2918,5,946964609
130407,5312,1.5,1209930959
61346,3498,4,1006900326
45948,1081,3,945120197
8424,1299,4.5,1351369016
59680,3578,5,1000848930
87867,2716,4.5,1370792269
108567,1196,3.5,1140156350
40316,19,1,971823802
126442,261,4,954790143
49175,2333,5,938880188
15548,3578,4,961782220
116976,4029,3,995780533
36505,44191,4,1198929235
110512,1296,4.5,1184723788
50184,2111,4,955433347
98213,7265,0.5,1108636439
86025,3036,3,1051209672
132491,1287,3,1044229905
4274,1884,4,1406678861
2463,44191,5,1319066176
109762,2064,4,966175882
73074,3379,5,979764595
121338,1246,4,891428410
101048,2716,3.5,1415648757
54598,7154,3,1218263688
95703,8464,5,1147989170
126912,3075,3.5,1360460389
65653,373,4,844272945
97339,23,3,836368452
66301,260,4,953001835
2898,72011,3,1336409167
116127,3751,4,963121252
21664,1982,4,965263646
23523,8464,5,1090977507
40434,2527,5,949262592
34207,5449,3.5,1288030769
65771,3629,4,1194117971
34295,2502,5,1080257316
102645,1779,4.5,1278546629
97224,32,4,837259485
75370,2762,4,1117294748
31891,2006,3,1217526905
130091,4719,4,1171364086
98951,296,4,965488983
76879,4823,4,1080550072
18422,673,2,995862794
71974,1210,2.5,1122182614
48826,39,3,844677108
13576,1288,2,879462441
38069,6776,4,1111369989
64487,4963,4.5,1206787028
93127,2302,4,996650723
97602,1304,4,1107856174
59797,177,3,837041601
106081,2430,3,949370228
34402,6874,4,1085496245
116987,63992,2,1424206204
138196,2739,2,962663328
18658,804,4,868208348
83555,3498,4,1295899839
48881,196,3.5,1355473910
63950,1285,4,948392790
54305,2539,2,1026237047
32675,3578,3,975422472
15768,4345,4,1014005327
32780,3257,3,1196289317
60150,4994,3,1109194940
58987,7381,1.5,1166324415
22574,1956,4,1067649365
17185,500,3.5,1303334110
133033,112,3,843729726
58359,104,3,1413244535
61322,110,4,860511763
76753,1240,4,953440005
100953,67997,3.5,1280735439
121913,89343,1,1329130908
65157,2459,4.5,1353624928
24028,7064,4.5,1217186003
129102,4776,3,1019519027
128781,60040,2.5,1377667576
2772,5128,3,1261004285
93713,4973,4.5,1118782749
72086,1288,5,1331361788
64213,1073,3,865450651
62716,3081,3.5,1419926887
48539,1732,4,1146692914
49745,1167,4,993444130
102921,586,4,1059097691
115319,3544,4,959374568
59191,838,4,862583199
52857,55,3,850209956
130143,1214,3,944907861
4340,318,3,1142969297
111726,4470,3.5,1324149675
5352,2660,5,944969601
26977,1320,2,961930799
69934,4052,4,1005923902
79273,1041,5,967869988
37413,104,3,1069602345
118762,2333,5,1067307360
104217,1552,2,976914119
134380,1005,1,1197837454
37251,4246,3.5,1218941039
124111,1185,3,864682954
92149,53953,4,1284556294
30292,316,4,847354535
90646,1370,4,945114106
48211,3863,3,981261440
23662,3219,2,974654141
79159,5974,4,1117947854
118004,539,5,837512857
67891,56339,3,1273329422
72404,4963,3.5,1079600363
115156,619,3,1060527093
134567,930,4,1306803115
25687,1265,4,952375533
29056,8937,3.5,1155087571
4183,3440,5,971263015
4914,2110,3,976222148
113232,2985,4,980201988
80969,253,3,839630564
107628,5248,2,1053498381
35356,6934,4,1286842806
114461,5613,3,1267135219
137626,31658,4.5,1234134988
109872,170,3,833236233
73348,4343,3.5,1119742035
118155,318,4,1367102775
24188,5952,5,1369599284
83233,608,3,835193152
50860,54259,3,1213143767
4364,60074,5,1351150184
49697,3578,4,1259510015
128805,1257,4,994532424
40261,3213,3.5,1222358243
35017,276,3.5,1098322447
64378,31420,4,1364905145
110270,4226,5,1177094477
53061,296,5,833421404
4607,357,3,997382125
120045,96121,4,1345908257
105426,456,0.5,1170793770
79531,94503,3,1341945213
69483,1732,4,1196801597
105572,593,4,838404434
10389,2717,2,939992811
68507,2572,2.5,1225244764
63669,3996,5,990648948
132195,59336,3.5,1337225535
130123,1196,5,1282717001
104444,1518,4,948434236
23086,2872,5,993663128
98123,40955,4.5,1214146734
69800,2713,0.5,1164953805
100600,2329,3,1089028930
135550,1161,4,1139736668
43936,1197,4.5,1216830435
108132,1129,4,945127793
81839,5388,5,1044854174
22375,68554,4,1246789112
91681,4963,4.5,1149777479
67477,56949,2.5,1231100009
73784,3071,3,1025644519
35150,1186,3,964524722
1376,1911,2,1174842688
72116,3063,3,1111620042
87877,6539,5,1152496266
64618,276,4,837298910
15107,2997,5,1055365399
66859,11,1.5,1059093595
57152,1927,3,1239645297
129285,2231,4,1172166122
64253,87,1.5,1086110834
96742,8916,4,1288296482
23527,1274,2.5,1426527537
19815,216,3,859047180
91020,3702,4,1059342193
57310,58559,4.5,1273235981
54082,206,1,941756234
120917,5219,4.5,1424195429
70232,60806,2.5,1392790633
67511,173,3,836401404
53957,27773,3,1349041044
102442,69757,2.5,1421404492
87520,3020,4,974934029
5102,3225,0.5,1127447987
50367,49530,3,1338050973
34501,61348,1,1342269722
79833,2949,3.5,1055640251
2487,80463,3.5,1324343499
58650,2075,4,979836498
2793,2453,2.5,1053982455
125945,350,4,838637350
93166,1393,2.5,1092068077
90476,377,3,848427299
48895,7076,3.5,1111484866
27102,4718,0.5,1112818388
134340,1378,4,965511460
68733,431,3,840503168
125414,296,4.5,1182990415
70350,37733,3,1281847888
23273,590,4,974711499
52431,785,3,943175044
97970,1208,5,1027265486
28620,2525,4,946438129
119148,2359,4,1122066318
105514,432,1,1083551149
115434,8961,4,1416242527
22372,1635,3.5,1113426712
132647,7360,4,1212007686
118393,1082,3,974603364
120105,2797,3,1016209865
91020,3959,3.5,1060018986
110079,2662,3,1091979612
39583,481,5,980143472
31728,920,5,944935056
86999,661,4,843915001
128240,440,4,836424887
131367,2571,4,1390920116
78297,3638,4,1036901813
137237,1374,3,973629265
132378,8641,5,1149385213
105762,1193,5,1225412137
29439,3104,4,973054363
28182,1051,4,868957684
108247,151,5,854577797
110399,1148,5,955847275
39381,2433,2,986500901
31066,1676,4,1098737187
75258,5445,2,1036440387
31316,95,2,1095330343
113403,1302,4,951810478
136383,1676,3,901547813
75601,861,5,841938164
125693,4963,3,1258743923
128295,344,2.5,1291019591
60641,2571,4,1108954144
46068,144,3,946321106
28239,59339,3,1243433818
44018,6006,2.5,1063658347
34112,3398,4,1010517707
95104,77968,3,1326925527
35952,2194,4,1054480026
23789,2872,3,963615966
68260,26444,4,1327092777
39556,674,4,1098730946
109689,318,4,1000493521
91054,1089,5,1164027178
30958,2952,3.5,1111087978
62749,3039,4.5,1157337920
31104,543,2,1229022609
73273,1307,5,940171721
20207,2803,3,972509766
131415,5349,3.5,1184505695
79367,313,1,1282476746
81267,5414,3,1086320587
120589,296,4,1029711104
111074,920,3,880452035
113844,4734,1,1012082003
20040,500,3,865098445
17810,4487,3,1008763327
84962,7099,4,1154250991
63079,1394,4,874371328
80723,2542,4.5,1293517809
81568,1197,4,1235612996
61881,292,3,833020222
25098,3354,3,1009060479
50941,1270,3,949363101
6112,48741,4,1203358445
90218,2987,3,1224306797
79146,454,3,837552420
104933,3616,3,1046467082
19644,1213,4,1308517169
29356,1197,5,1009645770
54876,1580,5,912847507
63147,923,5,1245595249
79609,356,3,848987258
136631,2138,4,942967094
43971,1214,5,945960463
47866,2908,3,1227296704
37520,6975,3,1093659637
21544,1201,4,961729436
126322,2686,4,1126636257
108819,50,5,979961721
63799,111,4.5,1079913282
104369,368,4,949269800
55464,2333,4,938994526
86015,2162,3,1004641680
77629,51575,3,1424301217
52192,442,4,1378593946
127500,3081,4.5,1059506251
5784,22,3,1076371422
96372,104581,3.5,1377975695
64108,59315,5,1222894729
32004,1184,4,864161514
107866,1189,4,1362018939
13744,356,4,1096484225
114049,923,5,965836877
121711,5673,4,1123904336
127283,5942,3,1360382390
80688,1197,5,1293148292
51558,2501,3,1120272616
22182,3673,1,965434129
79333,1690,3,1135168505
116430,3142,3,975104461
59414,225,2,1061879322
74450,3745,3,1046329306
108223,1726,4.5,1293386236
81365,6889,4,1230890681
67967,6016,5,1208332398
39536,7376,3.5,1225770788
36334,1,3,931286492
57990,27036,4,1234403626
23627,593,5,1094673039
59736,5291,4.5,1099474320
9170,1961,4,974928852
134699,1805,1.5,1225239251
115789,4008,3,1294541835
11719,26007,3,1222608153
6373,7068,2,1128547840
96350,929,4,983076955
43666,222,3,939503122
96131,58803,3,1252735087
71975,7228,3,1073425234
39429,589,4.5,1421187227
2376,2580,4,938654821
13648,720,4,1163701406
121543,16,4.5,1168327542
100437,1355,5,862500367
97010,2641,3,1103502488
62176,3052,4,992388836
107805,33493,2.5,1223660975
3289,4069,4,1020682640
122484,34,5,833891220
44384,6534,3,1104580665
132558,852,3,874363319
110437,594,3,1005452324
7650,1262,4,879438412
102018,337,3,1335118013
35251,1625,3,974768190
132275,2700,3,1129347155
13216,1089,4,1279474846
26311,174,2.5,1154471197
52966,74,3,1009938810
82599,2985,2.5,1122752939
20436,6857,4,1133366576
91231,1810,3,1025349593
86433,3525,3,1039937141
121982,1136,4,945408306
104716,1343,3.5,1153355711
5438,832,4.5,1130618560
40089,2571,5,1044480577
121037,48774,4,1320664107
104944,46948,3.5,1191382839
116358,920,4,938785777
55556,361,2.5,1147695254
121216,1059,4,1064795165
59286,150,5,829043678
72541,1245,4,1377443021
70525,31685,4,1424681061
61168,8765,3,1170495190
16105,1213,5,1328611983
117015,6708,4,1087827338
114371,3863,3,974683458
86291,48,2,840445527
43081,80219,5,1291944514
36765,4873,5,1377707649
93672,2301,4,1236039992
100531,175,3,845136628
126544,2443,3,1042056721
12330,1959,3,1106425807
109286,5378,1.5,1168511942
54313,5995,4.5,1252111194
24214,212,2,844000894
824,1233,5,939891458
114280,3285,3,1325419726
84070,1884,3,993337133
112986,82169,4,1420950459
96881,345,4,999750289
121726,172,1,902147391
131848,527,4,945033885
95010,2204,5,996021026
13901,1270,3,850931944
109677,2028,4.5,1381466443
115265,47610,1.5,1273615099
112529,903,5,1006953302
4822,44204,4.5,1159315273
48697,3052,4,1013466639
93960,1676,4,974837457
86729,34532,2,1320329148
21663,8376,4,1298533202
44328,262,4,837690879
44241,3526,5,959787905
26475,52042,4,1200277312
108980,6385,4.5,1122779651
38756,2012,2.5,1213090735
88955,1,3,1250620289
124933,551,4.5,1128543534
119030,86880,4,1338822415
21967,1193,4,1000972418
43666,2501,5,939222274
29354,32587,4,1281034762
19613,459,2,928106041
74882,1422,2,1107892375
26077,4728,4,1004069168
15360,2944,4,974846381
2243,4886,5,1231718353
111862,81834,4.5,1294340556
21655,1061,4,964984244
34651,7102,3.5,1072756427
20265,87930,4,1379707227
18854,3361,3.5,1326417591
28474,7842,4.5,1240021563
26757,5952,5,1055410396
22337,2699,1.5,1167946465
119367,26302,4,1135129250
6173,32587,5,1142235537
113051,858,4,1225264662
82627,4826,4.5,1082920526
69835,508,2,886376002
63614,2334,4,945994617
26864,610,5,1353768884
129537,2110,3,945198516
87046,86,4,867169169
31898,2186,5,948088569
37201,1953,3.5,1225242466
135065,150,3.5,1326805937
71741,2467,4,1129741480
96769,527,4,842625708
5661,590,5,859544836
111266,8957,4.5,1137691281
86198,1210,4,1015611053
109600,2763,3,1020147569
91194,100,2,867326414
51250,319,5,894511703
38396,56174,4,1313069990
51848,2243,3.5,1107320666
99807,780,3,1247329794
55704,27639,3.5,1348748317
12351,2953,3,1203365053
106396,588,3,1210840441
19634,2161,3.5,1111090518
50687,1732,5,1401389156
34065,7294,2.5,1124840156
63275,1517,3,863615702
68567,5952,4,1370850765
16803,1347,2.5,1317563321
113270,4878,3.5,1227303035
60372,3285,3,1021752868
83331,2622,4,956633181
90747,5418,4,1229519764
134138,704,1,900954510
27224,3745,5,974915422
108784,1247,4,938764359
26761,208,3,953579496
42059,112,4,844074235
106663,1721,4,1038607583
19670,599,5,1393969642
110758,54503,4,1188919664
77078,2916,2.5,1101329693
14458,2340,1.5,1181980761
78389,44195,4,1216593479
54591,2194,4,1066755012
134180,3825,3,986220153
58876,8622,3.5,1320322550
125969,312,4,942083214
40798,1627,3,1117031009
23203,1690,3,1010529469
16828,410,3,845482086
9087,537,3,914977255
56064,650,4,943989367
85928,3638,2,1145994296
67077,8636,3.5,1201808630
116505,4499,4.5,1138509036
106655,3370,4,953661546
111859,1777,3.5,1338227661
132077,6870,5,1112592737
71618,4080,3.5,1152255804
125794,3365,5,967620016
89987,109487,5,1426981829
75143,5903,3,1276878611
30654,145,5,981505042
72215,943,4,1002769846
136467,3051,3,946962352
49099,249,4.5,1154389045
134120,383,3,835111539
24602,47,4,1317808190
94139,53737,3,1222468478
57151,4776,3.5,1421596132
78362,90866,3,1330356324
137568,1573,4,945118210
112439,318,4,1384053774
54201,1527,3,975871473
67224,3993,4,1125256210
123987,1197,5,1110247441
70536,288,3,1001512938
46586,1398,3,973827961
87856,8638,4,1165092705
45972,260,5,1183964148
52795,442,3,1323842271
26516,8376,0.5,1208655253
7844,1258,4,885389449
122007,2471,1,940018357
17245,2395,4,1067129391
71122,4224,4,1045604962
65599,3578,4,1211249587
132026,81834,4,1345381899
95301,7023,3,1262141093
92040,914,4,1182806807
15073,765,2,975183973
73857,924,4,1118203920
61496,475,3,976313909
127783,111,4,1227659820
94920,260,3.5,1225267700
14665,300,4,1002356001
40011,2,4,831920660
84392,3786,5,1042048579
137771,608,5,973658435
24229,248,3,905464515
133062,7438,3.5,1128148014
115374,2188,3,1010343857
17,377,3,978765886
105734,56251,4.5,1224374449
60584,16,4,1113875332
33074,2916,3,1116207349
15204,165,2,1249582593
102639,2240,3,955487536
84944,17,4,845054074
107943,1213,4,996856724
10937,5540,3.5,1216715980
38293,3317,4,1171217802
102118,61350,2.5,1303514624
75108,1270,1.5,1164704172
63837,2324,3.5,1327547648
4464,6377,3,1377969978
134345,4370,3.5,1111576185
17776,103042,4,1421006194
46545,4499,5,1167872583
103836,73023,3,1272676881
55139,2700,4,975395472
138325,1955,4.5,1352440845
102705,608,4,1076218763
64319,1220,3.5,1222217901
95421,68157,4,1417038371
40549,4210,4,1000316791
7253,2404,1,944904718
134316,47,4,1171652590
89223,3468,5,995999403
109625,162,5,974682011
22008,2420,4,1111469018
36978,3037,4,1043044824
73526,27871,4,1282539719
18319,5560,3.5,1129629916
34233,1380,3,864869123
80354,1580,4,916493059
97602,1036,4,1076963273
105797,3254,1,975811377
81994,1693,4.5,1147576751
2396,349,4,901206935
18684,4979,5,1027811459
105713,1090,4,964818220
54469,4054,3,1007665053
128762,7669,4,1265685827
13971,5029,4,1011578149
70783,208,2,1162769612
30778,89638,3,1355994974
14151,635,3,833894346
126778,47,4,1238119573
70755,6664,4,1077950986
88631,46723,3.5,1191769029
36570,2018,4.5,1073941823
100464,6662,3.5,1214201478
127876,2010,3,979838385
92109,2028,3,1172723460
74325,2722,1,974628484
1756,2262,2,939768884
76213,3747,2.5,1136745365
12057,3741,5,976227634
59443,11,5,945378001
80221,8961,2,1332294813
51275,6,3,852078663
31601,70286,4.5,1280520969
24739,54286,4,1356397582
46144,6218,4.5,1126943741
101832,3304,5,951055737
34548,4896,4,1040443792
79703,7102,4,1082751340
122110,4232,1,1144413997
115465,161,2.5,1145010676
48821,36519,2,1401921988
99514,3959,4,1406306500
104893,3697,3.5,1253580856
37120,3608,2.5,1219697058
86035,2710,3,1319366957
18641,4679,4,1246603883
14937,3186,4.5,1094359729
112215,592,5,1046195414
38198,52952,4,1330162014
109285,1792,3,953373386
64551,296,4.5,1233099996
118005,48774,3.5,1388534611
133059,502,4,1199557640
27929,1036,5,966771583
7249,77561,4.5,1297367999
74142,6332,1,1051711761
34983,440,4,840702691
88738,6264,1,1371357279
61094,3968,3.5,1304092780
94243,45,2,955082694
36440,2115,3,956711758
117571,2002,3,976901169
94322,17,5,853493340
136885,3793,4,1038172104
54549,2000,3,1299006417
40645,1354,3,854296682
110641,2890,4,1250834638
75592,3915,3,1035945438
91585,2947,5,1111550743
10389,3401,1,951757059
61416,62,4,840350487
54907,3608,3,964141691
93661,4936,4,1038096778
71778,5618,4,1216764294
55424,1552,4,1391714088
16231,314,2.5,1225061038
125433,58559,4,1334927936
60301,3468,3,1144080473
60138,33162,3.5,1157905101
22302,33188,3,1142565170
28920,474,3,847668753
130133,1221,5,899144837
120734,4874,2,1103742328
78806,2529,3.5,1318712994
14895,33669,5,1239856488
35547,3521,5,957269601
28231,376,5,851104003
112785,5349,4,1240092229
18401,707,3,942718277
70883,3210,3,1067538658
21082,1580,4,1112253148
100618,485,2,1208902625
73068,2410,3,980119324
3162,45,4,844978433
19800,43871,3.5,1249419731
16335,2982,1,943203818
121121,1665,1,943387298
98393,469,4,833427643
63039,3499,3,956616318
66174,153,2,974854616
3778,1047,3,994282092
111943,47,3,1107797124
3143,1441,3.5,1367292618
5046,990,1,998664676
27867,256,3,840105288
50332,1014,4,940436132
111899,3039,4.5,1285027785
99832,593,5,840135688
15552,1356,3,850521653
57502,1061,5,862764290
133387,1291,3.5,1351528742
34984,4886,3,1370423060
81660,1206,4,1002150310
6204,1047,5,1247746417
120645,3893,2,1194203277
102421,47629,4.5,1184816438
17540,1208,5,1180575775
19573,4226,4,1125192073
129568,260,3,1187660735
99477,3949,3.5,1259629321
1587,2974,3,1057728798
27041,3996,5,978368743
71458,48516,3,1326024971
116639,2617,4,1311643552
125587,77561,2,1426531018
94377,91976,1.5,1331244869
49904,57368,3.5,1344615326
107539,2155,3,905122869
2693,2231,4.5,1248596308
71036,68319,0.5,1243319589
132035,4571,4,1008889293
63982,318,2,982192793
33183,1556,2,1098800008
69577,61167,4.5,1279483987
107295,3051,4,946568171
7294,2716,4,949714024
22682,1148,5,947700282
135311,480,5,1337490602
41628,3174,4.5,1059500766
25784,4993,3.5,1056076615
66679,2716,3,956409115
80026,3717,2,1111483505
20011,3020,4,1170605649
103377,568,4,842968636
70431,2722,2,1367434225
72572,27912,3,1209539368
118412,1230,0.5,1095378337
40451,59315,3,1225252601
58715,33166,4,1295495957
134979,17,4,953320029
27783,477,2,833904980
60691,5839,4.5,1158288992
62662,45499,3,1215077195
111050,380,4,1241398388
16766,86345,5,1305421399
38484,4321,3,1139863421
82807,661,2,944961347
56542,2628,4,1036182115
72643,21,3,1176679735
67647,3114,4,1303939352
18604,3113,2.5,1111632286
19065,912,5,1044187495
92743,4848,4.5,1141591118
47345,2294,4,1128146464
49133,592,3,837304262
62375,1216,5,1036954999
134314,1777,4,1131028500
102411,1617,4,1058893257
137508,235,4,885391759
53552,5460,3,1054296055
99485,2359,4.5,1086089925
105041,2827,4,997556324
102255,4677,1,1141679593
16302,673,1.5,1314382203
124410,260,4,1037377137
17527,648,4,1139006207
69355,2474,4,926761968
1515,5060,4,1150318745
103906,107771,2.5,1425636795
43956,377,4,837576650
48904,52328,3,1219989128
92781,329,5,977253423
68026,6543,4.5,1096420467
23187,2028,4,1052174386
99504,2067,2,956958565
19152,2000,5,948084945
29420,1253,5,1269755357
73462,10,3,840920180
118580,1274,5,939062145
80998,2858,4.5,1268529550
52479,3683,3.5,1353612382
42435,1923,5,1105217430
115606,5445,3.5,1282583278
49520,589,5,1229438841
114761,866,3,944399055
62022,5618,4.5,1072683957
21163,89804,3.5,1353797115
105882,2136,4,939233520
86777,2872,5,1009008998
5348,5816,2,1217409363
52803,2393,4,941249422
130043,597,2,974712661
104547,3793,3,974659883
93977,3067,1,946672728
91658,921,1,902067476
52886,589,3.5,1126916329
72335,110,5,1116818217
131949,7006,4,1071432550
71697,1088,2,926185946
47875,1513,3,974928121
2302,318,4,1145592667
29543,5421,2.5,1170734346
107684,1206,5,1421187983
113429,331,5,948581798
17680,1513,3,1156794368
93762,2664,4,1118736238
994,3148,4,1064864273
52685,303,2,1271175243
78728,4407,4,1002306230
59558,1256,5,861046709
74937,3959,3,1278814060
79538,19,1,829508409
4276,5773,2,1167016684
126921,80549,4,1361315353
85190,3578,5,1225580004
72991,488,4,956946099
19066,89090,2,1390983660
133330,218,4,831896897
72262,377,3,835666084
3187,4234,1,1009929968
107722,4241,1,991668234
62375,277,3,1089928613
74199,2906,1,974726461
68813,529,3,940350417
46689,5812,3.5,1083911041
11189,2918,3.5,1133394152
27636,1840,4,931534907
85190,5010,4,1225581309
127256,81845,4,1304439267
121914,59315,3.5,1282327063
108622,844,5,849977099
91261,2005,3,974851062
27418,1237,3,945057669
10727,1399,5,864560896
72468,7925,4,1180841487
1068,173,3,1137782115
35605,1641,4,1214924827
29870,7153,5,1225234363
59239,1200,4,939749363
15196,480,1.5,1132179021
21868,260,5,1183518958
95997,33615,4,1231031813
55085,1301,5,1036911889
89006,955,5,951851933
27050,3168,2,984414615
58170,4848,4,1350280349
6078,1196,5,1131808952
126678,6857,4.5,1096483928
8541,3614,3,998436012
1892,1721,3,1157820981
78715,2716,3.5,1156912958
106054,2311,3.5,1128805967
73292,2046,4,1195428779
25794,158,3,846232451
102159,296,5,944586878
129337,1356,4,1076412609
43695,1193,4,1264840645
92942,1225,1,862535168
92516,1377,3.5,1080313288
103186,2716,4,1242724327
46597,587,3,837306458
129005,3386,4,1017012252
68026,8383,3,1085941927
60305,457,5,835099323
90245,2949,3,941638894
131894,146,4.5,1265463351
74188,3363,3,993948801
84699,266,3,921680225
92565,32587,5,1344647057
5138,81018,4,1302649022
